SYMBOL,NAME OF COMPANY,SERIES,ISIN NUMBER
SPANDANA,Spandana Sphoorty Financial Limited,EQ,INE572J01011
SPARC,Sun Pharma Advanced Research Company Limited,EQ,INE232I01014
SPCENET,Spacenet Enterprises India Limited,EQ,INE970N01027
SPENCERS,Spencer's Retail Limited,EQ,INE020801028
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,INE147A01011
SPLIL,SPL Industries Limited,EQ,INE978G01016
SPLPETRO,Supreme Petrochem Limited,EQ,INE663A01033
SPMLINFRA,SPML Infra Limited,EQ,INE937A01023
SPORTKING,Sportking India Limited,EQ,INE885H01029
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,INE01NE01012
SREEL,Sreeleathers Limited,EQ,INE099F01013
SRF,SRF Limited,EQ,INE647A01010
SRGHFL,SRG Housing Finance Limited,EQ,INE559N01010
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,INE917H01012
SRM,SRM Contractors Limited,EQ,INE0R6Z01013
SRTL,Shree Ram Twistex Limited,EQ,INE19GK01015
SSDL,Saraswati Saree Depot Limited,EQ,INE0PQ101010
SSWL,Steel Strips Wheels Limited,EQ,INE802C01033
STANLEY,Stanley Lifestyles Limited,EQ,INE01A001028
STAR,Strides Pharma Science Limited,EQ,INE939A01011
STARCEMENT,Star Cement Limited,EQ,INE460H01021
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,INE575P01011
STARPAPER,Star Paper Mills Limited,EQ,INE733A01018
STARTECK,Starteck Finance Limited,EQ,INE992I01013
STCINDIA,The State Trading Corporation of India Limited,EQ,INE655A01013
STEELCAS,Steelcast Limited,EQ,INE124E01038
STEELCITY,Steel City Securities Limited,EQ,INE395H01011
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,INE503B01021
STEL,Stel Holdings Limited,EQ,INE577L01016
STLNETWORK,STL Networks Limited,EQ,INE1VXE01018
STOVEKRAFT,Stove Kraft Limited,EQ,INE00IN01015
STUDDS,Studds Accessories Limited,EQ,INE00Q601028
STYL,Seshaasai Technologies Limited,EQ,INE04VU01023
STYLAMIND,Stylam Industries Limited,EQ,INE239C01020
STYLEBAAZA,Baazar Style Retail Limited,EQ,INE01FR01028
STYRENIX,Styrenix Performance Materials Limited,EQ,INE189B01011
SUBROS,Subros Limited,EQ,INE287B01021
SUDARCOLOR,Sudarshan Colorants India Limited,EQ,INE492A01029
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,INE659A01023
SUDEEPPHRM,Sudeep Pharma Limited,EQ,INE0QPI01025
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,INE450E01029
SULA,Sula Vineyards Limited,EQ,INE142Q01026
SUMEETINDS,Sumeet Industries Limited,EQ,INE235C01036
SUMICHEM,Sumitomo Chemical India Limited,EQ,INE258G01013
SUMIT,Sumit Woods Limited,EQ,INE748Z01013
SUMMITSEC,Summit Securities Limited,EQ,INE519C01017
SUNCLAY,Sundaram Clayton Limited,EQ,INE0Q3R01026
SUNDARAM,Sundaram Multi Pap Limited,EQ,INE108E01023
SUNDARMFIN,Sundaram Finance Limited,EQ,INE660A01013
SUNDRMFAST,Sundram Fasteners Limited,EQ,INE387A01021
SUNDROP,Sundrop Brands Limited,EQ,INE209A01019
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,INE947A01014
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,INE044A01036
SUNTECK,Sunteck Realty Limited,EQ,INE805D01034
SUNTV,Sun TV Network Limited,EQ,INE424H01027
SUPERHOUSE,Superhouse Limited,EQ,INE712B01010
SUPRAJIT,Suprajit Engineering Limited,EQ,INE399C01030
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,INE822E01011
SUPREMEIND,Supreme Industries Limited,EQ,INE195A01028
SUPREMEINF,Supreme Infrastructure India Limited,EQ,INE550H01011
SUPRIYA,Supriya Lifescience Limited,EQ,INE07RO01027
SURAJEST,Suraj Estate Developers Limited,EQ,INE843S01025
SURAJLTD,Suraj Limited,EQ,INE713C01016
SURAKSHA,Suraksha Diagnostic Limited,EQ,INE877V01027
SURANASOL,Surana Solar Limited,EQ,INE272L01022
SURANAT&P,Surana Telecom and Power Limited,EQ,INE130B01031
SURYALA,Suryalata Spinning Mills Limited,EQ,INE132C01027
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,INE713B01026
SURYAROSNI,Surya Roshni Limited,EQ,INE335A01020
SURYODAY,Suryoday Small Finance Bank Limited,EQ,INE428Q01011
SUVEN,Suven Life Sciences Limited,EQ,INE495B01038
SUVIDHAA,Suvidhaa Infoserve Limited,EQ,INE018401013
SUYOG,Suyog Telematics Limited,EQ,INE442P01014
SUZLON,Suzlon Energy Limited,EQ,INE040H01021
SWANCORP,SWAN CORP LIMITED,EQ,INE665A01038
SWARAJ,Swaraj Suiting Limited,EQ,INE0GMR01016
SWARAJENG,Swaraj Engines Limited,EQ,INE277A01016
SWELECTES,Swelect Energy Systems Limited,EQ,INE409B01013
SWIGGY,Swiggy Limited,EQ,INE00H001014
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,INE00M201021
SYMPHONY,Symphony Limited,EQ,INE225D01027
SYNCOMF,Syncom Formulations (India) Limited,EQ,INE312C01025
SYNGENE,Syngene International Limited,EQ,INE398R01022
SYRMA,Syrma SGS Technology Limited,EQ,INE0DYJ01015
TAALTECH,Taal Tech Limited,EQ,INE524T01011
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,INE123C01018
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,INE586B01026
TAKE,TAKE Limited,EQ,INE142I01023
TALBROAUTO,Talbros Automotive Components Limited,EQ,INE187D01029
TANLA,Tanla Platforms Limited,EQ,INE483C01032
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ,INE555Z01020
TARAPUR,Tarapur Transformers Limited,EQ,INE747K01017
TARC,TARC Limited,EQ,INE0EK901012
TARIL,Transformers And Rectifiers (India) Limited,EQ,INE763I01026
TARMAT,Tarmat Limited,EQ,INE924H01018
TARSONS,Tarsons Products Limited,EQ,INE144Z01023
TASTYBITE,Tasty Bite Eatables Limited,EQ,INE488B01017
TATACAP,Tata Capital Limited,EQ,INE976I01016
TATACHEM,Tata Chemicals Limited,EQ,INE092A01019
TATACOMM,Tata Communications Limited,EQ,INE151A01013
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,INE192A01025
TATAELXSI,Tata Elxsi Limited,EQ,INE670A01012
TATAINVEST,Tata Investment Corporation Limited,EQ,INE672A01026
TATAPOWER,Tata Power Company Limited,EQ,INE245A01021
TATASTEEL,Tata Steel Limited,EQ,INE081A01020
TATATECH,Tata Technologies Limited,EQ,INE142M01025
TATVA,Tatva Chintan Pharma Chem Limited,EQ,INE0GK401011
TBOTEK,TBO Tek Limited,EQ,INE673O01025
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,INE760L01018
TCC,TCC Concept Limited,EQ,INE887D01016
TCI,Transport Corporation of India Limited,EQ,INE688A01022
TCIEXP,TCI Express Limited,EQ,INE586V01016
TCPLPACK,TCPL Packaging Limited,EQ,INE822C01015
TCS,Tata Consultancy Services Limited,EQ,INE467B01029
TDPOWERSYS,TD Power Systems Limited,EQ,INE419M01027
TEAMGTY,Team India Guaranty Limited,EQ,INE289C01025
TEAMLEASE,Teamlease Services Limited,EQ,INE985S01024
TECHM,Tech Mahindra Limited,EQ,INE669C01036
TECHNOCRAF,Technocraft Ventures Limited,EQ,INE1D0W01018
TECHNOE,Techno Electric & Engineering Company Limited,EQ,INE285K01026
TECHNVISN,TechNVision Ventures Limited,EQ,INE314H01012
TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ,INE014B01011
TEGA,Tega Industries Limited,EQ,INE011K01018
TEJASNET,Tejas Networks Limited,EQ,INE010J01012
TEMBO,Tembo Global Industries Limited,EQ,INE869Y01028
TENNIND,Tenneco Clean Air India Limited,EQ,INE19RI01016
TERASOFT,Tera Software Limited,EQ,INE482B01010
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,INE435C01024
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,INE141K01013
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,INE621L01012
TFCILTD,Tourism Finance Corporation of India Limited,EQ,INE305A01023
TFL,Transwarranty Finance Limited,EQ,INE804H01012
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,INE797H01018
THAKDEV,Thakkers Developers Limited,EQ,INE403F01017
THANGAMAYL,Thangamayil Jewellery Limited,EQ,INE085J01014
THEINVEST,The Investment Trust Of India Limited,EQ,INE924D01017
THEJO,Thejo Engineering Limited,EQ,INE121N01019
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,INE0AQ201015
THEMISMED,Themis Medicare Limited,EQ,INE083B01024
THERMAX,Thermax Limited,EQ,INE152A01029
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,INE332A01027
THOMASCOTT,Thomas Scott (India) Limited,EQ,INE480M01011
THYROCARE,Thyrocare Technologies Limited,EQ,INE594H01019
TI,Tilaknagar Industries Limited,EQ,INE133E01013
TIIL,Technocraft Industries (India) Limited,EQ,INE545H01011
TIINDIA,Tube Investments of India Limited,EQ,INE974X01010
TIJARIA,Tijaria Polypipes Limited,EQ,INE440L01017
TIMETECHNO,Time Technoplast Limited,EQ,INE508G01029
TIMEX,Timex Group India Limited,EQ,INE064A01026
TIMKEN,Timken India Limited,EQ,INE325A01013
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,INE015C01016
TIPSFILMS,Tips Films Limited,EQ,INE0LQS01015
TIPSMUSIC,Tips Music Limited,EQ,INE716B01029
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,INE338A01024
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,INE615H01020
TITAN,Titan Company Limited,EQ,INE280A01028
TMB,Tamilnad Mercantile Bank Limited,EQ,INE668A01016
TMCV,Tata Motors Limited,EQ,INE1TAE01010
TMPV,Tata Motors Passenger Vehicles Limited,EQ,INE155A01022
TNPETRO,Tamilnadu PetroProducts Limited,EQ,INE148A01019
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,INE107A01015
TNTELE,Tamilnadu Telecommunication Limited,EQ,INE141D01018
TOKYOPLAST,Tokyo Plast International Limited,EQ,INE932C01012
TOLINS,Tolins Tyres Limited,EQ,INE0RWQ01014
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,INE685A01028
TORNTPOWER,Torrent Power Limited,EQ,INE813H01021
TOTAL,Total Transport Systems Limited,EQ,INE336X01012
TOUCHWOOD,Touchwood Entertainment Limited,EQ,INE486Y01013
TPHQ,Teamo Productions HQ Limited,EQ,INE065J01024
TPLPLASTEH,TPL Plastech Limited,EQ,INE413G01022
TRACXN,Tracxn Technologies Limited,EQ,INE0HMF01019
TRANSRAILL,Transrail Lighting Limited,EQ,INE454P01035
TRAVELFOOD,Travel Food Services Limited,EQ,INE103V01028
TREEHOUSE,Tree House Education & Accessories Limited,EQ,INE040M01013
TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,INE00CA01015
TREL,Transindia Real Estate Limited,EQ,INE0O3901029
TRENT,Trent Limited,EQ,INE849A01020
TRF,TRF Limited,EQ,INE391D01019
TRIDENT,Trident Limited,EQ,INE064C01022
TRIGYN,Trigyn Technologies Limited,EQ,INE948A01012
TRITURBINE,Triveni Turbine Limited,EQ,INE152M01016
TRIVENI,Triveni Engineering & Industries Limited,EQ,INE256C01024
TRU,TruCap Finance Limited,EQ,INE615R01029
TRUALT,TruAlt Bioenergy Limited,EQ,INE0MWH01014
TSFINV,TSF INVESTMENTS LIMITED,EQ,INE202Z01029
TTKHLTCARE,TTK Healthcare Limited,EQ,INE910C01018
TTKPRESTIG,TTK Prestige Limited,EQ,INE690A01028
TTL,T T Limited,EQ,INE592B01024
TTML,Tata Teleservices (Maharashtra) Limited,EQ,INE517B01013
TURTLEMINT,Turtlemint Fintech Solutions Limited,EQ,INE0OC301013
TVSELECT,TVS Electronics Limited,EQ,INE236G01019
TVSHLTD,TVS Holdings Limited,EQ,INE105A01035
TVSMOTOR,TVS Motor Company Limited,EQ,INE494B01023
TVSSCS,TVS Supply Chain Solutions Limited,EQ,INE395N01027
TVSSRICHAK,TVS Srichakra Limited,EQ,INE421C01016
TVTODAY,TV Today Network Limited,EQ,INE038F01029
UBL,United Breweries Limited,EQ,INE686F01025
UCAL,UCAL LIMITED,EQ,INE139B01016
UCOBANK,UCO Bank,EQ,INE691A01018
UDS,Updater Services Limited,EQ,INE851I01011
UEL,Ujaas Energy Limited,EQ,INE899L01030
UFLEX,UFLEX Limited,EQ,INE516A01017
UFO,UFO Moviez India Limited,EQ,INE527H01019
UGARSUGAR,The Ugar Sugar Works Limited,EQ,INE071E01023
UGROCAP,Ugro Capital Limited,EQ,INE583D01011
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,INE551W01018
ULTRACEMCO,UltraTech Cement Limited,EQ,INE481G01011
ULTRAMAR,Ultramarine & Pigments Limited,EQ,INE405A01021
UMESLTD,Usha Martin Education & Solutions Limited,EQ,INE240C01028
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ,INE398B01018
UNICHEMLAB,Unichem Laboratories Limited,EQ,INE351A01035
UNIECOM,Unicommerce Esolutions Limited,EQ,INE00U401027
UNIENTER,Uniphos Enterprises Limited,EQ,INE037A01022
UNIINFO,Uniinfo Telecom Services Limited,EQ,INE481Z01011
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,INE0U3I01011
UNIONBANK,Union Bank of India,EQ,INE692A01016
UNIPARTS,Uniparts India Limited,EQ,INE244O01017
UNITDSPR,United Spirits Limited,EQ,INE854D01024
UNITECH,Unitech Limited,EQ,INE694A01020
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,INE458F01011
UNIVCABLES,Universal Cables Limited,EQ,INE279A01012
UNOMINDA,UNO Minda Limited,EQ,INE405E01023
UPL,UPL Limited,EQ,INE628A01036
URBANCO,Urban Company Limited,EQ,INE0CAZ01013
URJA,Urja Global Limited,EQ,INE550C01020
USHAMART,Usha Martin Limited,EQ,INE228A01035
USK,Udayshivakumar Infra Limited,EQ,INE0N0Y01013
UTIAMC,UTI Asset Management Company Limited,EQ,INE094J01016
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,INE735W01017
UTLSOLAR,Fujiyama Power Systems Limited,EQ,INE12UR01024
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,INE786F01031
V2RETAIL,V2 Retail Limited,EQ,INE945H01021
VADILALIND,Vadilal Industries Limited,EQ,INE694D01016
VAIBHAVGBL,Vaibhav Global Limited,EQ,INE884A01027
VAISHALI,Vaishali Pharma Limited,EQ,INE972X01022
VAKRANGEE,Vakrangee Limited,EQ,INE051B01021
VALIANTLAB,Valiant Laboratories Limited,EQ,INE0JWS01017
VAML,Vedanta Aluminium Metal Limited,EQ,INE1CDF01017
VARDMNPOLY,Vardhman Polytex Limited,EQ,INE835A01029
VARROC,Varroc Engineering Limited,EQ,INE665L01035
VASCONEQ,Vascon Engineers Limited,EQ,INE893I01013
VASWANI,Vaswani Industries Limited,EQ,INE590L01019
VBL,Varun Beverages Limited,EQ,INE200M01039
VCL,Vaxtex Cotfab Limited,EQ,INE098201036
VEDL,Vedanta Limited,EQ,INE205A01025
VEDPOWER,Vedanta Power Limited,EQ,INE694L01019
VEEDOL,Veedol Corporation Limited,EQ,INE484C01030
VENKEYS,Venky's (India) Limited,EQ,INE398A01010
VENTIVE,Ventive Hospitality Limited,EQ,INE781S01027
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,INE0JA001018
VERANDA,Veranda Learning Solutions Limited,EQ,INE0IQ001011
VESUVIUS,Vesuvius India Limited,EQ,INE386A01023
VGL,VARVEE GLOBAL LIMITED,EQ,INE273D01027
VGUARD,V-Guard Industries Limited,EQ,INE951I01027
VHL,Vardhman Holdings Limited,EQ,INE701A01023
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,INE632C01026
VIDYAWIRES,Vidya Wires Limited,EQ,INE14UN01029
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,INE043W01024
VIKASECO,Vikas EcoTech Limited,EQ,INE806A01020
VIKASLIFE,Vikas Lifecare Limited,EQ,INE161L01027
VIKRAMSOLR,Vikram Solar Limited,EQ,INE078V01014
VIKRAN,Vikran Engineering Limited,EQ,INE01R501028
VIMTALABS,Vimta Labs Limited,EQ,INE579C01029
VINATIORGA,Vinati Organics Limited,EQ,INE410B01037
VINCOFE,Vintage Coffee And Beverages Limited,EQ,INE498Q01014
VINDHYATEL,Vindhya Telelinks Limited,EQ,INE707A01012
VINEETLAB,Vineet Laboratories Limited,EQ,INE505Y01010
VINNY,Vinny Overseas Limited,EQ,INE01KI01027
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,INE250B01029
VIPIND,VIP Industries Limited,EQ,INE054A01027
VIRINCHI,Virinchi Limited,EQ,INE539B01017
VISAKAIND,Visaka Industries Limited,EQ,INE392A01021
VISHNU,Vishnu Chemicals Limited,EQ,INE270I01022
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,INE430N01022
VISL,Vedanta Iron and Steel Limited,EQ,INE1CLE01013
VIVIDHA,Visagar Polytex Limited,EQ,INE370E01029
VIYASH,Viyash Scientific Limited,EQ,INE807F01027
VLSFINANCE,VLS Finance Limited,EQ,INE709A01018
VMART,V-Mart Retail Limited,EQ,INE665J01013
VMM,Vishal Mega Mart Limited,EQ,INE01EA01019
VMSTMT,VMS TMT Limited,EQ,INE0SJA01013
VOEPL,Virtuoso Optoelectronics Limited,EQ,INE0I0T01010
VOGL,Vedanta Oil and Gas Limited,EQ,INE704J01044
VOLTAMP,Voltamp Transformers Limited,EQ,INE540H01012
VOLTAS,Voltas Limited,EQ,INE226A01021
VPRPL,Vishnu Prakash R Punglia Limited,EQ,INE0AE001013
VRAJ,Vraj Iron and Steel Limited,EQ,INE0S2V01010
VRLLOG,VRL Logistics Limited,EQ,INE366I01010
VSSL,Vardhman Special Steels Limited,EQ,INE050M01012
VSTIND,VST Industries Limited,EQ,INE710A01016
VSTL,Vibhor Steel Tubes Limited,EQ,INE0QTF01015
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,INE764D01017
VTL,Vardhman Textiles Limited,EQ,INE825A01020
WAAREEENER,Waaree Energies Limited,EQ,INE377N01017
WAAREEINDO,Indosolar Limited,EQ,INE866K01023
WAAREERTL,Waaree Renewable Technologies Limited,EQ,INE299N01021
WABAG,VA Tech Wabag Limited,EQ,INE956G01038
WAKEFIT,Wakefit Innovations Limited,EQ,INE0E7301029
WALCHANNAG,Walchandnagar Industries Limited,EQ,INE711A01022
WANBURY,Wanbury Limited,EQ,INE107F01022
WCIL,Western Carriers (India) Limited,EQ,INE0CJF01024
WEALTH,Wealth First Portfolio Managers Limited,EQ,INE658T01017
WEBELSOLAR,Websol Energy System Limited,EQ,INE855C01023
WEIZMANIND,Weizmann Limited,EQ,INE080A01014
WEL,Wonder Electricals Limited,EQ,INE02WG01024
WELCORP,Welspun Corp Limited,EQ,INE191B01025
WELENT,Welspun Enterprises Limited,EQ,INE625G01013
WELSPLSOL,Welspun Specialty Solutions Limited,EQ,INE731F01037
WELSPUNLIV,Welspun Living Limited,EQ,INE192B01031
WENDT,Wendt (India) Limited,EQ,INE274C01019
WESTLIFE,WESTLIFE FOODWORLD LIMITED,EQ,INE274F01020
WEWORK,WeWork India Management Limited,EQ,INE085001019
WHEELS,Wheels India Limited,EQ,INE715A01015
WHIRLPOOL,Whirlpool of India Limited,EQ,INE716A01013
WILLAMAGOR,Williamson Magor & Company Limited,EQ,INE210A01017
WINDLAS,Windlas Biotech Limited,EQ,INE0H5O01029
WINDMACHIN,Windsor Machines Limited,EQ,INE052A01021
WIPL,The Western India Plywoods Limited,EQ,INE215F01023
WIPRO,Wipro Limited,EQ,INE075A01022
WOCKPHARMA,Wockhardt Limited,EQ,INE049B01025
WONDERLA,Wonderla Holidays Limited,EQ,INE066O01014
WORTHPERI,Worth Peripherals Limited,EQ,INE196Y01018
WPIL,WPIL Limited,EQ,INE765D01022
WSI,W S Industries (I) Limited,EQ,INE100D01014
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,INE976A01021
XCHANGING,Xchanging Solutions Limited,EQ,INE692G01013
XELPMOC,Xelpmoc Design And Tech Limited,EQ,INE01P501012
XPROINDIA,Xpro India Limited,EQ,INE445C01015
XTGLOBAL,Xtglobal Infotech Limited,EQ,INE547B01028
XTRANET,Xtranet Technologies Limited,EQ,INE0NG701011
YASHO,Yasho Industries Limited,EQ,INE616Z01012
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,INE0JO301016
YATRA,Yatra Online Limited,EQ,INE0JR601024
YESBANK,Yes Bank Limited,EQ,INE528G01035
YUKEN,Yuken India Limited,EQ,INE384C01016
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,INE07K301024
ZEEL,Zee Entertainment Enterprises Limited,EQ,INE256A01028
ZEEMEDIA,Zee Media Corporation Limited,EQ,INE966H01019
ZENITHEXPO,Zenith Exports Limited,EQ,INE058B01018
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,INE318D01020
ZENSARTECH,Zensar Technologies Limited,EQ,INE520A01027
ZENTEC,Zen Technologies Limited,EQ,INE251B01027
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ,INE342J01019
ZFSTEERING,ZF Steering Gear (India) Limited,EQ,INE116C01012
ZODIAC,Zodiac Energy Limited,EQ,INE761Y01019
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,INE206B01013
ZOTA,Zota Health Care LImited,EQ,INE358U01012
ZSARACOM,Saraswati Commercial India Limited,EQ,INE967G01019
ZUARI,Zuari Agro Chemicals Limited,EQ,INE840M01016
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,INE217A01012
ZYDUSLIFE,Zydus Lifesciences Limited,EQ,INE010B01027
ZYDUSWELL,Zydus Wellness Limited,EQ,INE768C01028
